,neutral,peak,label,lm_neutral,lm_peak
105,../CK+/cohn-kanade-images/S062/001/S062_001_00000001.png,../CK+/cohn-kanade-images/S062/001/S062_001_00000017.png,4,../CK+/Landmarks/S062/001/S062_001_00000001_landmarks.txt,../CK+/Landmarks/S062/001/S062_001_00000017_landmarks.txt
106,../CK+/cohn-kanade-images/S060/002/S060_002_00000001.png,../CK+/cohn-kanade-images/S060/002/S060_002_00000026.png,5,../CK+/Landmarks/S060/002/S060_002_00000001_landmarks.txt,../CK+/Landmarks/S060/002/S060_002_00000026_landmarks.txt
107,../CK+/cohn-kanade-images/S060/003/S060_003_00000001.png,../CK+/cohn-kanade-images/S060/003/S060_003_00000018.png,7,../CK+/Landmarks/S060/003/S060_003_00000001_landmarks.txt,../CK+/Landmarks/S060/003/S060_003_00000018_landmarks.txt
108,../CK+/cohn-kanade-images/S060/005/S060_005_00000001.png,../CK+/cohn-kanade-images/S060/005/S060_005_00000021.png,3,../CK+/Landmarks/S060/005/S060_005_00000001_landmarks.txt,../CK+/Landmarks/S060/005/S060_005_00000021_landmarks.txt
109,../CK+/cohn-kanade-images/S160/006/S160_006_00000001.png,../CK+/cohn-kanade-images/S160/006/S160_006_00000010.png,2,../CK+/Landmarks/S160/006/S160_006_00000001_landmarks.txt,../CK+/Landmarks/S160/006/S160_006_00000010_landmarks.txt
110,../CK+/cohn-kanade-images/S501/004/S501_004_00000001.png,../CK+/cohn-kanade-images/S501/004/S501_004_00000056.png,4,../CK+/Landmarks/S501/004/S501_004_00000001_landmarks.txt,../CK+/Landmarks/S501/004/S501_004_00000056_landmarks.txt
111,../CK+/cohn-kanade-images/S501/006/S501_006_00000001.png,../CK+/cohn-kanade-images/S501/006/S501_006_00000041.png,6,../CK+/Landmarks/S501/006/S501_006_00000001_landmarks.txt,../CK+/Landmarks/S501/006/S501_006_00000041_landmarks.txt
112,../CK+/cohn-kanade-images/S501/001/S501_001_00000001.png,../CK+/cohn-kanade-images/S501/001/S501_001_00000067.png,1,../CK+/Landmarks/S501/001/S501_001_00000001_landmarks.txt,../CK+/Landmarks/S501/001/S501_001_00000067_landmarks.txt
113,../CK+/cohn-kanade-images/S133/003/S133_003_00000001.png,../CK+/cohn-kanade-images/S133/003/S133_003_00000047.png,1,../CK+/Landmarks/S133/003/S133_003_00000001_landmarks.txt,../CK+/Landmarks/S133/003/S133_003_00000047_landmarks.txt
114,../CK+/cohn-kanade-images/S133/010/S133_010_00000001.png,../CK+/cohn-kanade-images/S133/010/S133_010_00000014.png,5,../CK+/Landmarks/S133/010/S133_010_00000001_landmarks.txt,../CK+/Landmarks/S133/010/S133_010_00000014_landmarks.txt
115,../CK+/cohn-kanade-images/S133/009/S133_009_00000001.png,../CK+/cohn-kanade-images/S133/009/S133_009_00000006.png,7,../CK+/Landmarks/S133/009/S133_009_00000001_landmarks.txt,../CK+/Landmarks/S133/009/S133_009_00000006_landmarks.txt
116,../CK+/cohn-kanade-images/S124/003/S124_003_00000001.png,../CK+/cohn-kanade-images/S124/003/S124_003_00000011.png,4,../CK+/Landmarks/S124/003/S124_003_00000001_landmarks.txt,../CK+/Landmarks/S124/003/S124_003_00000011_landmarks.txt
117,../CK+/cohn-kanade-images/S124/006/S124_006_00000001.png,../CK+/cohn-kanade-images/S124/006/S124_006_00000011.png,3,../CK+/Landmarks/S124/006/S124_006_00000001_landmarks.txt,../CK+/Landmarks/S124/006/S124_006_00000011_landmarks.txt
118,../CK+/cohn-kanade-images/S124/007/S124_007_00000001.png,../CK+/cohn-kanade-images/S124/007/S124_007_00000024.png,5,../CK+/Landmarks/S124/007/S124_007_00000001_landmarks.txt,../CK+/Landmarks/S124/007/S124_007_00000024_landmarks.txt
119,../CK+/cohn-kanade-images/S124/001/S124_001_00000001.png,../CK+/cohn-kanade-images/S124/001/S124_001_00000014.png,7,../CK+/Landmarks/S124/001/S124_001_00000001_landmarks.txt,../CK+/Landmarks/S124/001/S124_001_00000014_landmarks.txt
120,../CK+/cohn-kanade-images/S154/002/S154_002_00000001.png,../CK+/cohn-kanade-images/S154/002/S154_002_00000013.png,2,../CK+/Landmarks/S154/002/S154_002_00000001_landmarks.txt,../CK+/Landmarks/S154/002/S154_002_00000013_landmarks.txt
121,../CK+/cohn-kanade-images/S076/006/S076_006_00000001.png,../CK+/cohn-kanade-images/S076/006/S076_006_00000019.png,5,../CK+/Landmarks/S076/006/S076_006_00000001_landmarks.txt,../CK+/Landmarks/S076/006/S076_006_00000019_landmarks.txt
122,../CK+/cohn-kanade-images/S076/005/S076_005_00000001.png,../CK+/cohn-kanade-images/S076/005/S076_005_00000012.png,3,../CK+/Landmarks/S076/005/S076_005_00000001_landmarks.txt,../CK+/Landmarks/S076/005/S076_005_00000012_landmarks.txt
123,../CK+/cohn-kanade-images/S076/001/S076_001_00000001.png,../CK+/cohn-kanade-images/S076/001/S076_001_00000017.png,7,../CK+/Landmarks/S076/001/S076_001_00000001_landmarks.txt,../CK+/Landmarks/S076/001/S076_001_00000017_landmarks.txt
124,../CK+/cohn-kanade-images/S026/002/S026_002_00000001.png,../CK+/cohn-kanade-images/S026/002/S026_002_00000016.png,6,../CK+/Landmarks/S026/002/S026_002_00000001_landmarks.txt,../CK+/Landmarks/S026/002/S026_002_00000016_landmarks.txt
125,../CK+/cohn-kanade-images/S026/003/S026_003_00000001.png,../CK+/cohn-kanade-images/S026/003/S026_003_00000015.png,1,../CK+/Landmarks/S026/003/S026_003_00000001_landmarks.txt,../CK+/Landmarks/S026/003/S026_003_00000015_landmarks.txt
126,../CK+/cohn-kanade-images/S026/006/S026_006_00000001.png,../CK+/cohn-kanade-images/S026/006/S026_006_00000013.png,5,../CK+/Landmarks/S026/006/S026_006_00000001_landmarks.txt,../CK+/Landmarks/S026/006/S026_006_00000013_landmarks.txt
127,../CK+/cohn-kanade-images/S026/001/S026_001_00000001.png,../CK+/cohn-kanade-images/S026/001/S026_001_00000015.png,7,../CK+/Landmarks/S026/001/S026_001_00000001_landmarks.txt,../CK+/Landmarks/S026/001/S026_001_00000015_landmarks.txt
128,../CK+/cohn-kanade-images/S503/002/S503_002_00000001.png,../CK+/cohn-kanade-images/S503/002/S503_002_00000008.png,2,../CK+/Landmarks/S503/002/S503_002_00000001_landmarks.txt,../CK+/Landmarks/S503/002/S503_002_00000008_landmarks.txt
129,../CK+/cohn-kanade-images/S503/006/S503_006_00000001.png,../CK+/cohn-kanade-images/S503/006/S503_006_00000020.png,6,../CK+/Landmarks/S503/006/S503_006_00000001_landmarks.txt,../CK+/Landmarks/S503/006/S503_006_00000020_landmarks.txt
130,../CK+/cohn-kanade-images/S503/001/S503_001_00000001.png,../CK+/cohn-kanade-images/S503/001/S503_001_00000071.png,1,../CK+/Landmarks/S503/001/S503_001_00000001_landmarks.txt,../CK+/Landmarks/S503/001/S503_001_00000071_landmarks.txt
131,../CK+/cohn-kanade-images/S110/001/S110_001_00000001.png,../CK+/cohn-kanade-images/S110/001/S110_001_00000013.png,7,../CK+/Landmarks/S110/001/S110_001_00000001_landmarks.txt,../CK+/Landmarks/S110/001/S110_001_00000013_landmarks.txt
132,../CK+/cohn-kanade-images/S504/004/S504_004_00000001.png,../CK+/cohn-kanade-images/S504/004/S504_004_00000015.png,4,../CK+/Landmarks/S504/004/S504_004_00000001_landmarks.txt,../CK+/Landmarks/S504/004/S504_004_00000015_landmarks.txt
133,../CK+/cohn-kanade-images/S504/002/S504_002_00000001.png,../CK+/cohn-kanade-images/S504/002/S504_002_00000009.png,2,../CK+/Landmarks/S504/002/S504_002_00000001_landmarks.txt,../CK+/Landmarks/S504/002/S504_002_00000009_landmarks.txt
134,../CK+/cohn-kanade-images/S504/006/S504_006_00000001.png,../CK+/cohn-kanade-images/S504/006/S504_006_00000018.png,6,../CK+/Landmarks/S504/006/S504_006_00000001_landmarks.txt,../CK+/Landmarks/S504/006/S504_006_00000018_landmarks.txt
135,../CK+/cohn-kanade-images/S504/001/S504_001_00000001.png,../CK+/cohn-kanade-images/S504/001/S504_001_00000022.png,1,../CK+/Landmarks/S504/001/S504_001_00000001_landmarks.txt,../CK+/Landmarks/S504/001/S504_001_00000022_landmarks.txt
136,../CK+/cohn-kanade-images/S506/004/S506_004_00000001.png,../CK+/cohn-kanade-images/S506/004/S506_004_00000038.png,4,../CK+/Landmarks/S506/004/S506_004_00000001_landmarks.txt,../CK+/Landmarks/S506/004/S506_004_00000038_landmarks.txt
137,../CK+/cohn-kanade-images/S506/002/S506_002_00000001.png,../CK+/cohn-kanade-images/S506/002/S506_002_00000009.png,2,../CK+/Landmarks/S506/002/S506_002_00000001_landmarks.txt,../CK+/Landmarks/S506/002/S506_002_00000009_landmarks.txt
138,../CK+/cohn-kanade-images/S506/001/S506_001_00000001.png,../CK+/cohn-kanade-images/S506/001/S506_001_00000040.png,1,../CK+/Landmarks/S506/001/S506_001_00000001_landmarks.txt,../CK+/Landmarks/S506/001/S506_001_00000040_landmarks.txt
139,../CK+/cohn-kanade-images/S109/003/S109_003_00000001.png,../CK+/cohn-kanade-images/S109/003/S109_003_00000017.png,1,../CK+/Landmarks/S109/003/S109_003_00000001_landmarks.txt,../CK+/Landmarks/S109/003/S109_003_00000017_landmarks.txt
140,../CK+/cohn-kanade-images/S109/006/S109_006_00000001.png,../CK+/cohn-kanade-images/S109/006/S109_006_00000015.png,5,../CK+/Landmarks/S109/006/S109_006_00000001_landmarks.txt,../CK+/Landmarks/S109/006/S109_006_00000015_landmarks.txt
141,../CK+/cohn-kanade-images/S109/005/S109_005_00000001.png,../CK+/cohn-kanade-images/S109/005/S109_005_00000014.png,3,../CK+/Landmarks/S109/005/S109_005_00000001_landmarks.txt,../CK+/Landmarks/S109/005/S109_005_00000014_landmarks.txt
142,../CK+/cohn-kanade-images/S156/002/S156_002_00000001.png,../CK+/cohn-kanade-images/S156/002/S156_002_00000021.png,2,../CK+/Landmarks/S156/002/S156_002_00000001_landmarks.txt,../CK+/Landmarks/S156/002/S156_002_00000021_landmarks.txt
143,../CK+/cohn-kanade-images/S051/002/S051_002_00000001.png,../CK+/cohn-kanade-images/S051/002/S051_002_00000019.png,7,../CK+/Landmarks/S051/002/S051_002_00000001_landmarks.txt,../CK+/Landmarks/S051/002/S051_002_00000019_landmarks.txt
144,../CK+/cohn-kanade-images/S051/003/S051_003_00000001.png,../CK+/cohn-kanade-images/S051/003/S051_003_00000018.png,3,../CK+/Landmarks/S051/003/S051_003_00000001_landmarks.txt,../CK+/Landmarks/S051/003/S051_003_00000018_landmarks.txt
145,../CK+/cohn-kanade-images/S111/006/S111_006_00000001.png,../CK+/cohn-kanade-images/S111/006/S111_006_00000010.png,1,../CK+/Landmarks/S111/006/S111_006_00000001_landmarks.txt,../CK+/Landmarks/S111/006/S111_006_00000010_landmarks.txt
146,../CK+/cohn-kanade-images/S111/007/S111_007_00000001.png,../CK+/cohn-kanade-images/S111/007/S111_007_00000014.png,3,../CK+/Landmarks/S111/007/S111_007_00000001_landmarks.txt,../CK+/Landmarks/S111/007/S111_007_00000014_landmarks.txt
147,../CK+/cohn-kanade-images/S111/001/S111_001_00000001.png,../CK+/cohn-kanade-images/S111/001/S111_001_00000014.png,7,../CK+/Landmarks/S111/001/S111_001_00000001_landmarks.txt,../CK+/Landmarks/S111/001/S111_001_00000014_landmarks.txt
148,../CK+/cohn-kanade-images/S057/003/S057_003_00000001.png,../CK+/cohn-kanade-images/S057/003/S057_003_00000015.png,3,../CK+/Landmarks/S057/003/S057_003_00000001_landmarks.txt,../CK+/Landmarks/S057/003/S057_003_00000015_landmarks.txt
149,../CK+/cohn-kanade-images/S057/006/S057_006_00000001.png,../CK+/cohn-kanade-images/S057/006/S057_006_00000033.png,5,../CK+/Landmarks/S057/006/S057_006_00000001_landmarks.txt,../CK+/Landmarks/S057/006/S057_006_00000033_landmarks.txt
150,../CK+/cohn-kanade-images/S057/001/S057_001_00000001.png,../CK+/cohn-kanade-images/S057/001/S057_001_00000019.png,7,../CK+/Landmarks/S057/001/S057_001_00000001_landmarks.txt,../CK+/Landmarks/S057/001/S057_001_00000019_landmarks.txt
151,../CK+/cohn-kanade-images/S505/002/S505_002_00000001.png,../CK+/cohn-kanade-images/S505/002/S505_002_00000021.png,2,../CK+/Landmarks/S505/002/S505_002_00000001_landmarks.txt,../CK+/Landmarks/S505/002/S505_002_00000021_landmarks.txt
152,../CK+/cohn-kanade-images/S505/006/S505_006_00000001.png,../CK+/cohn-kanade-images/S505/006/S505_006_00000019.png,6,../CK+/Landmarks/S505/006/S505_006_00000001_landmarks.txt,../CK+/Landmarks/S505/006/S505_006_00000019_landmarks.txt
153,../CK+/cohn-kanade-images/S079/004/S079_004_00000001.png,../CK+/cohn-kanade-images/S079/004/S079_004_00000026.png,5,../CK+/Landmarks/S079/004/S079_004_00000001_landmarks.txt,../CK+/Landmarks/S079/004/S079_004_00000026_landmarks.txt
154,../CK+/cohn-kanade-images/S079/002/S079_002_00000001.png,../CK+/cohn-kanade-images/S079/002/S079_002_00000012.png,3,../CK+/Landmarks/S079/002/S079_002_00000001_landmarks.txt,../CK+/Landmarks/S079/002/S079_002_00000012_landmarks.txt
155,../CK+/cohn-kanade-images/S079/001/S079_001_00000001.png,../CK+/cohn-kanade-images/S079/001/S079_001_00000012.png,7,../CK+/Landmarks/S079/001/S079_001_00000001_landmarks.txt,../CK+/Landmarks/S079/001/S079_001_00000012_landmarks.txt
156,../CK+/cohn-kanade-images/S130/012/S130_012_00000001.png,../CK+/cohn-kanade-images/S130/012/S130_012_00000011.png,3,../CK+/Landmarks/S130/012/S130_012_00000001_landmarks.txt,../CK+/Landmarks/S130/012/S130_012_00000011_landmarks.txt
157,../CK+/cohn-kanade-images/S130/007/S130_007_00000001.png,../CK+/cohn-kanade-images/S130/007/S130_007_00000020.png,1,../CK+/Landmarks/S130/007/S130_007_00000001_landmarks.txt,../CK+/Landmarks/S130/007/S130_007_00000020_landmarks.txt
158,../CK+/cohn-kanade-images/S130/001/S130_001_00000001.png,../CK+/cohn-kanade-images/S130/001/S130_001_00000018.png,7,../CK+/Landmarks/S130/001/S130_001_00000001_landmarks.txt,../CK+/Landmarks/S130/001/S130_001_00000018_landmarks.txt
159,../CK+/cohn-kanade-images/S130/009/S130_009_00000001.png,../CK+/cohn-kanade-images/S130/009/S130_009_00000019.png,6,../CK+/Landmarks/S130/009/S130_009_00000001_landmarks.txt,../CK+/Landmarks/S130/009/S130_009_00000019_landmarks.txt
160,../CK+/cohn-kanade-images/S130/013/S130_013_00000001.png,../CK+/cohn-kanade-images/S130/013/S130_013_00000015.png,5,../CK+/Landmarks/S130/013/S130_013_00000001_landmarks.txt,../CK+/Landmarks/S130/013/S130_013_00000015_landmarks.txt
161,../CK+/cohn-kanade-images/S115/004/S115_004_00000001.png,../CK+/cohn-kanade-images/S115/004/S115_004_00000017.png,6,../CK+/Landmarks/S115/004/S115_004_00000001_landmarks.txt,../CK+/Landmarks/S115/004/S115_004_00000017_landmarks.txt
162,../CK+/cohn-kanade-images/S115/008/S115_008_00000001.png,../CK+/cohn-kanade-images/S115/008/S115_008_00000017.png,5,../CK+/Landmarks/S115/008/S115_008_00000001_landmarks.txt,../CK+/Landmarks/S115/008/S115_008_00000017_landmarks.txt
163,../CK+/cohn-kanade-images/S115/001/S115_001_00000001.png,../CK+/cohn-kanade-images/S115/001/S115_001_00000008.png,7,../CK+/Landmarks/S115/001/S115_001_00000001_landmarks.txt,../CK+/Landmarks/S115/001/S115_001_00000008_landmarks.txt
164,../CK+/cohn-kanade-images/S084/002/S084_002_00000001.png,../CK+/cohn-kanade-images/S084/002/S084_002_00000023.png,4,../CK+/Landmarks/S084/002/S084_002_00000001_landmarks.txt,../CK+/Landmarks/S084/002/S084_002_00000023_landmarks.txt
165,../CK+/cohn-kanade-images/S084/001/S084_001_00000001.png,../CK+/cohn-kanade-images/S084/001/S084_001_00000010.png,7,../CK+/Landmarks/S084/001/S084_001_00000001_landmarks.txt,../CK+/Landmarks/S084/001/S084_001_00000010_landmarks.txt
166,../CK+/cohn-kanade-images/S105/008/S105_008_00000001.png,../CK+/cohn-kanade-images/S105/008/S105_008_00000010.png,3,../CK+/Landmarks/S105/008/S105_008_00000001_landmarks.txt,../CK+/Landmarks/S105/008/S105_008_00000010_landmarks.txt
167,../CK+/cohn-kanade-images/S117/003/S117_003_00000001.png,../CK+/cohn-kanade-images/S117/003/S117_003_00000014.png,4,../CK+/Landmarks/S117/003/S117_003_00000001_landmarks.txt,../CK+/Landmarks/S117/003/S117_003_00000014_landmarks.txt
168,../CK+/cohn-kanade-images/S117/006/S117_006_00000001.png,../CK+/cohn-kanade-images/S117/006/S117_006_00000010.png,1,../CK+/Landmarks/S117/006/S117_006_00000001_landmarks.txt,../CK+/Landmarks/S117/006/S117_006_00000010_landmarks.txt
169,../CK+/cohn-kanade-images/S117/001/S117_001_00000001.png,../CK+/cohn-kanade-images/S117/001/S117_001_00000014.png,7,../CK+/Landmarks/S117/001/S117_001_00000001_landmarks.txt,../CK+/Landmarks/S117/001/S117_001_00000014_landmarks.txt
170,../CK+/cohn-kanade-images/S070/002/S070_002_00000001.png,../CK+/cohn-kanade-images/S070/002/S070_002_00000016.png,7,../CK+/Landmarks/S070/002/S070_002_00000001_landmarks.txt,../CK+/Landmarks/S070/002/S070_002_00000016_landmarks.txt
171,../CK+/cohn-kanade-images/S070/003/S070_003_00000001.png,../CK+/cohn-kanade-images/S070/003/S070_003_00000017.png,5,../CK+/Landmarks/S070/003/S070_003_00000001_landmarks.txt,../CK+/Landmarks/S070/003/S070_003_00000017_landmarks.txt
172,../CK+/cohn-kanade-images/S070/005/S070_005_00000001.png,../CK+/cohn-kanade-images/S070/005/S070_005_00000016.png,3,../CK+/Landmarks/S070/005/S070_005_00000001_landmarks.txt,../CK+/Landmarks/S070/005/S070_005_00000016_landmarks.txt
173,../CK+/cohn-kanade-images/S005/001/S005_001_00000001.png,../CK+/cohn-kanade-images/S005/001/S005_001_00000011.png,3,../CK+/Landmarks/S005/001/S005_001_00000001_landmarks.txt,../CK+/Landmarks/S005/001/S005_001_00000011_landmarks.txt
174,../CK+/cohn-kanade-images/S011/004/S011_004_00000001.png,../CK+/cohn-kanade-images/S011/004/S011_004_00000021.png,1,../CK+/Landmarks/S011/004/S011_004_00000001_landmarks.txt,../CK+/Landmarks/S011/004/S011_004_00000021_landmarks.txt
175,../CK+/cohn-kanade-images/S011/002/S011_002_00000001.png,../CK+/cohn-kanade-images/S011/002/S011_002_00000022.png,6,../CK+/Landmarks/S011/002/S011_002_00000001_landmarks.txt,../CK+/Landmarks/S011/002/S011_002_00000022_landmarks.txt
176,../CK+/cohn-kanade-images/S011/003/S011_003_00000001.png,../CK+/cohn-kanade-images/S011/003/S011_003_00000014.png,4,../CK+/Landmarks/S011/003/S011_003_00000001_landmarks.txt,../CK+/Landmarks/S011/003/S011_003_00000014_landmarks.txt
177,../CK+/cohn-kanade-images/S011/006/S011_006_00000001.png,../CK+/cohn-kanade-images/S011/006/S011_006_00000013.png,5,../CK+/Landmarks/S011/006/S011_006_00000001_landmarks.txt,../CK+/Landmarks/S011/006/S011_006_00000013_landmarks.txt
178,../CK+/cohn-kanade-images/S011/005/S011_005_00000001.png,../CK+/cohn-kanade-images/S011/005/S011_005_00000020.png,3,../CK+/Landmarks/S011/005/S011_005_00000001_landmarks.txt,../CK+/Landmarks/S011/005/S011_005_00000020_landmarks.txt
179,../CK+/cohn-kanade-images/S011/001/S011_001_00000001.png,../CK+/cohn-kanade-images/S011/001/S011_001_00000016.png,7,../CK+/Landmarks/S011/001/S011_001_00000001_landmarks.txt,../CK+/Landmarks/S011/001/S011_001_00000016_landmarks.txt
180,../CK+/cohn-kanade-images/S044/003/S044_003_00000001.png,../CK+/cohn-kanade-images/S044/003/S044_003_00000014.png,5,../CK+/Landmarks/S044/003/S044_003_00000001_landmarks.txt,../CK+/Landmarks/S044/003/S044_003_00000014_landmarks.txt
181,../CK+/cohn-kanade-images/S044/006/S044_006_00000001.png,../CK+/cohn-kanade-images/S044/006/S044_006_00000019.png,3,../CK+/Landmarks/S044/006/S044_006_00000001_landmarks.txt,../CK+/Landmarks/S044/006/S044_006_00000019_landmarks.txt
182,../CK+/cohn-kanade-images/S044/001/S044_001_00000001.png,../CK+/cohn-kanade-images/S044/001/S044_001_00000024.png,7,../CK+/Landmarks/S044/001/S044_001_00000001_landmarks.txt,../CK+/Landmarks/S044/001/S044_001_00000024_landmarks.txt
183,../CK+/cohn-kanade-images/S158/002/S158_002_00000001.png,../CK+/cohn-kanade-images/S158/002/S158_002_00000011.png,2,../CK+/Landmarks/S158/002/S158_002_00000001_landmarks.txt,../CK+/Landmarks/S158/002/S158_002_00000011_landmarks.txt
184,../CK+/cohn-kanade-images/S095/006/S095_006_00000001.png,../CK+/cohn-kanade-images/S095/006/S095_006_00000013.png,3,../CK+/Landmarks/S095/006/S095_006_00000001_landmarks.txt,../CK+/Landmarks/S095/006/S095_006_00000013_landmarks.txt
185,../CK+/cohn-kanade-images/S095/010/S095_010_00000001.png,../CK+/cohn-kanade-images/S095/010/S095_010_00000014.png,6,../CK+/Landmarks/S095/010/S095_010_00000001_landmarks.txt,../CK+/Landmarks/S095/010/S095_010_00000014_landmarks.txt
186,../CK+/cohn-kanade-images/S095/007/S095_007_00000001.png,../CK+/cohn-kanade-images/S095/007/S095_007_00000021.png,5,../CK+/Landmarks/S095/007/S095_007_00000001_landmarks.txt,../CK+/Landmarks/S095/007/S095_007_00000021_landmarks.txt
187,../CK+/cohn-kanade-images/S095/001/S095_001_00000001.png,../CK+/cohn-kanade-images/S095/001/S095_001_00000016.png,7,../CK+/Landmarks/S095/001/S095_001_00000001_landmarks.txt,../CK+/Landmarks/S095/001/S095_001_00000016_landmarks.txt
188,../CK+/cohn-kanade-images/S099/004/S099_004_00000001.png,../CK+/cohn-kanade-images/S099/004/S099_004_00000015.png,5,../CK+/Landmarks/S099/004/S099_004_00000001_landmarks.txt,../CK+/Landmarks/S099/004/S099_004_00000015_landmarks.txt
189,../CK+/cohn-kanade-images/S099/007/S099_007_00000001.png,../CK+/cohn-kanade-images/S099/007/S099_007_00000012.png,3,../CK+/Landmarks/S099/007/S099_007_00000001_landmarks.txt,../CK+/Landmarks/S099/007/S099_007_00000012_landmarks.txt
190,../CK+/cohn-kanade-images/S099/001/S099_001_00000001.png,../CK+/cohn-kanade-images/S099/001/S099_001_00000014.png,7,../CK+/Landmarks/S099/001/S099_001_00000001_landmarks.txt,../CK+/Landmarks/S099/001/S099_001_00000014_landmarks.txt
191,../CK+/cohn-kanade-images/S072/006/S072_006_00000001.png,../CK+/cohn-kanade-images/S072/006/S072_006_00000022.png,5,../CK+/Landmarks/S072/006/S072_006_00000001_landmarks.txt,../CK+/Landmarks/S072/006/S072_006_00000022_landmarks.txt
192,../CK+/cohn-kanade-images/S072/005/S072_005_00000001.png,../CK+/cohn-kanade-images/S072/005/S072_005_00000019.png,1,../CK+/Landmarks/S072/005/S072_005_00000001_landmarks.txt,../CK+/Landmarks/S072/005/S072_005_00000019_landmarks.txt
193,../CK+/cohn-kanade-images/S092/004/S092_004_00000001.png,../CK+/cohn-kanade-images/S092/004/S092_004_00000024.png,5,../CK+/Landmarks/S092/004/S092_004_00000001_landmarks.txt,../CK+/Landmarks/S092/004/S092_004_00000024_landmarks.txt
194,../CK+/cohn-kanade-images/S092/003/S092_003_00000001.png,../CK+/cohn-kanade-images/S092/003/S092_003_00000014.png,1,../CK+/Landmarks/S092/003/S092_003_00000001_landmarks.txt,../CK+/Landmarks/S092/003/S092_003_00000014_landmarks.txt
195,../CK+/cohn-kanade-images/S092/001/S092_001_00000001.png,../CK+/cohn-kanade-images/S092/001/S092_001_00000017.png,7,../CK+/Landmarks/S092/001/S092_001_00000001_landmarks.txt,../CK+/Landmarks/S092/001/S092_001_00000017_landmarks.txt
196,../CK+/cohn-kanade-images/S046/004/S046_004_00000001.png,../CK+/cohn-kanade-images/S046/004/S046_004_00000017.png,3,../CK+/Landmarks/S046/004/S046_004_00000001_landmarks.txt,../CK+/Landmarks/S046/004/S046_004_00000017_landmarks.txt
197,../CK+/cohn-kanade-images/S046/002/S046_002_00000001.png,../CK+/cohn-kanade-images/S046/002/S046_002_00000006.png,7,../CK+/Landmarks/S046/002/S046_002_00000001_landmarks.txt,../CK+/Landmarks/S046/002/S046_002_00000006_landmarks.txt
198,../CK+/cohn-kanade-images/S046/003/S046_003_00000001.png,../CK+/cohn-kanade-images/S046/003/S046_003_00000016.png,4,../CK+/Landmarks/S046/003/S046_003_00000001_landmarks.txt,../CK+/Landmarks/S046/003/S046_003_00000016_landmarks.txt
199,../CK+/cohn-kanade-images/S046/001/S046_001_00000001.png,../CK+/cohn-kanade-images/S046/001/S046_001_00000025.png,6,../CK+/Landmarks/S046/001/S046_001_00000001_landmarks.txt,../CK+/Landmarks/S046/001/S046_001_00000025_landmarks.txt
200,../CK+/cohn-kanade-images/S059/002/S059_002_00000001.png,../CK+/cohn-kanade-images/S059/002/S059_002_00000017.png,4,../CK+/Landmarks/S059/002/S059_002_00000001_landmarks.txt,../CK+/Landmarks/S059/002/S059_002_00000017_landmarks.txt
201,../CK+/cohn-kanade-images/S059/001/S059_001_00000001.png,../CK+/cohn-kanade-images/S059/001/S059_001_00000018.png,7,../CK+/Landmarks/S059/001/S059_001_00000001_landmarks.txt,../CK+/Landmarks/S059/001/S059_001_00000018_landmarks.txt
202,../CK+/cohn-kanade-images/S032/004/S032_004_00000001.png,../CK+/cohn-kanade-images/S032/004/S032_004_00000014.png,4,../CK+/Landmarks/S032/004/S032_004_00000001_landmarks.txt,../CK+/Landmarks/S032/004/S032_004_00000014_landmarks.txt
203,../CK+/cohn-kanade-images/S032/003/S032_003_00000001.png,../CK+/cohn-kanade-images/S032/003/S032_003_00000017.png,1,../CK+/Landmarks/S032/003/S032_003_00000001_landmarks.txt,../CK+/Landmarks/S032/003/S032_003_00000017_landmarks.txt
204,../CK+/cohn-kanade-images/S032/006/S032_006_00000001.png,../CK+/cohn-kanade-images/S032/006/S032_006_00000016.png,5,../CK+/Landmarks/S032/006/S032_006_00000001_landmarks.txt,../CK+/Landmarks/S032/006/S032_006_00000016_landmarks.txt
205,../CK+/cohn-kanade-images/S032/005/S032_005_00000001.png,../CK+/cohn-kanade-images/S032/005/S032_005_00000016.png,3,../CK+/Landmarks/S032/005/S032_005_00000001_landmarks.txt,../CK+/Landmarks/S032/005/S032_005_00000016_landmarks.txt
206,../CK+/cohn-kanade-images/S032/001/S032_001_00000001.png,../CK+/cohn-kanade-images/S032/001/S032_001_00000022.png,7,../CK+/Landmarks/S032/001/S032_001_00000001_landmarks.txt,../CK+/Landmarks/S032/001/S032_001_00000022_landmarks.txt
207,../CK+/cohn-kanade-images/S035/006/S035_006_00000001.png,../CK+/cohn-kanade-images/S035/006/S035_006_00000018.png,5,../CK+/Landmarks/S035/006/S035_006_00000001_landmarks.txt,../CK+/Landmarks/S035/006/S035_006_00000018_landmarks.txt
208,../CK+/cohn-kanade-images/S035/005/S035_005_00000001.png,../CK+/cohn-kanade-images/S035/005/S035_005_00000019.png,3,../CK+/Landmarks/S035/005/S035_005_00000001_landmarks.txt,../CK+/Landmarks/S035/005/S035_005_00000019_landmarks.txt
209,../CK+/cohn-kanade-images/S035/001/S035_001_00000001.png,../CK+/cohn-kanade-images/S035/001/S035_001_00000015.png,7,../CK+/Landmarks/S035/001/S035_001_00000001_landmarks.txt,../CK+/Landmarks/S035/001/S035_001_00000015_landmarks.txt
